Block Number,Color,Comment Location,Is Meter Violation,Is Warning?,Issue Date,License,Location,Make,Officer,Registration End Month,Registration End Year,State,Style,Under Appeal,Violation Base Amount,Violation Code
970 N,Gray,DIST: OTHER,0,0,7/1/2015 3:09:42 AM,8A88182,SIERRA BONITA AVE,Chevrolet,BENITEZ,07-July,2015,CALIFORNIA,Truck,0,46.9,Overnight parking 2am-6am
790,Silver,DIST: OTHER,0,0,7/1/2015 3:12:46 AM,7CLS216,HAMILTON AVE,Nissan,BENITEZ,09-September,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
572 E,Gray,DIST: OTHER,0,0,7/1/2015 3:15:12 AM,5MXV470,RIO GRANDE ST,Honda,DIAZ E,04-April,2016,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
572 E,Black,DIST: OTHER,0,0,7/1/2015 3:17:00 AM,6EAR089,RIO GRANDE ST,Chrysler,DIAZ E,06-June,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1550 E,Silver,DIST: OTHER,0,0,7/1/2015 3:20:43 AM,5YSD940,ORANGE GROVE BLVD,Subaru,BENITEZ,01-January,2016,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1036 E,Silver,DIST: OTHER,0,0,7/1/2015 3:23:36 AM,FJ032165,HOWARD ST,Toyota,DIAZ E,07-July,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1670,Blue,DIST: OTHER,0,0,7/1/2015 3:25:52 AM,7KCA474,BRIGDEN RD,Honda,BENITEZ,02-February,2016,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
670 E,White,DIST: OTHER,0,0,7/1/2015 3:26:54 AM,7KEL498,HOWARD ST,Toyota,DIAZ E,02-February,2016,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
664 E,Black,DIST: OTHER,0,0,7/1/2015 3:31:59 AM,5YNV252,ELIZABETH ST,Toyota,DIAZ E,06-June,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1440,Blue,DIST: OTHER,0,0,7/1/2015 3:33:35 AM,5BJF887,BRESEE AVE,Toyota,BENITEZ,02-February,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
1400,Silver,DIST: OTHER,0,0,7/1/2015 3:35:34 AM,7APS686,BRESEE AVE,Honda,BENITEZ,05-May,2016,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
1506 N,Silver,DIST: OTHER,0,0,7/1/2015 3:36:18 AM,3BJX836,CHESTER AVE,Oldsmobile,DIAZ E,08-August,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1383 N,Red,DIST: OTHER,0,0,7/1/2015 3:38:24 AM,7DCT450,CHESTER AVE,Hyundai,DIAZ E,11-November,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1420,Black,DIST: OTHER,0,0,7/1/2015 3:39:29 AM,7EVT214,TOPEKA ST,Volkswagen,BENITEZ,08-August,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
1383 N,Gray,DIST: OTHER,0,0,7/1/2015 3:39:58 AM,5PRG159,CHESTER AVE,Chrysler,DIAZ E,07-July,2013,CALIFORNIA,Two Door,0,46.9,Overnight parking 2am-6am
886 N,White,DIST: OTHER,0,0,7/1/2015 3:43:33 AM,5MZP047,CHESTER AVE,Volvo,DIAZ E,02-February,2016,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1560,White,DIST: OTHER,0,0,7/1/2015 3:45:45 AM,4E368469,WESLEY AVE,General Motors,BENITEZ,06-June,2015,CALIFORNIA,Truck,0,46.9,Overnight parking 2am-6am
756 N,White,DIST: OTHER,0,0,7/1/2015 3:45:49 AM,7HST636,CHESTER AVE,Hyundai,DIAZ E,12-December,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1550,Gray,DIST: OTHER,0,0,7/1/2015 3:47:48 AM,WB640401,WESLEY AVE,Dodge,BENITEZ,07-July,2015,CALIFORNIA,Van,0,46.9,Overnight parking 2am-6am
452 N,White,DIST: OTHER,0,0,7/1/2015 3:49:27 AM,231RMB,CHESTER AVE,Volkswagen,DIAZ E,06-June,2016,NEW MEXICO,Two Door,0,46.9,Overnight parking 2am-6am
1479,Silver,DIST: OTHER,0,0,7/1/2015 3:50:46 AM,4AVG434,WESLEY AVE,Nissan,BENITEZ,03-March,2016,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
415 N,White,DIST: OTHER,0,0,7/1/2015 3:52:14 AM,AG20214,CHESTER AVE,Ford,DIAZ E,07-July,2015,ARIZONA,U-Haul,0,46.9,Overnight parking 2am-6am
1145,Silver,DIST: OTHER,0,0,7/1/2015 3:55:10 AM,2UD07731,WESLEY AVE,Ford,BENITEZ,07-July,2015,CALIFORNIA,Truck,0,46.9,Overnight parking 2am-6am
391 N,Silver,DIST: OTHER,0,0,7/1/2015 3:56:20 AM,6KGZ845,WILSON AVE,Nissan,DIAZ E,08-August,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1055,Black,DIST: OTHER,0,0,7/1/2015 3:59:06 AM,7ALC457,SINALOA AVE,Volvo,BENITEZ,01-January,2016,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
515 N,Silver,DIST: OTHER,0,0,7/1/2015 3:59:27 AM,6NEZ273,WILSON AVE,Toyota,DIAZ E,10-October,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1263,Black,DIST: OTHER,0,0,7/1/2015 4:02:43 AM,6VEM085,OXFORD AVE,Chevrolet,BENITEZ,06-June,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
1314 N,Black,DIST: OTHER,0,0,7/1/2015 4:05:45 AM,7JLC519,WILSON AVE,Lexus,DIAZ E,12-December,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1208,Blue,DIST: OTHER,0,0,7/1/2015 4:06:13 AM,6UTL702,DOMINION AVE,Audi,BENITEZ,06-June,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1214,Silver,DIST: OTHER,0,0,7/1/2015 4:08:01 AM,6XLK205,DOMINION AVE,Mercedes-Benz,BENITEZ,09-September,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1330 N,Gray,DIST: OTHER,0,0,7/1/2015 4:10:48 AM,5LZM083,PALM TER,Saturn,DIAZ E,02-February,2016,CALIFORNIA,Van,0,46.9,Overnight parking 2am-6am
1385 N,Black,DIST: OTHER,0,0,7/1/2015 4:13:28 AM,6NWW354,EL MOLINO AVE,Isuzu,DIAZ E,10-October,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
2538,Blue,DIST: OTHER,0,0,7/1/2015 4:14:38 AM,6NTU425,WOODLYN RD,BMW,BENITEZ,11-November,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
831 N,Green,DIST: OTHER,0,0,7/1/2015 4:17:39 AM,3XVW662,EL MOLINO AVE,Honda,DIAZ E,01-January,2016,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1020,Blue,DIST: OTHER,0,0,7/1/2015 4:18:12 AM,5XLJ919,ROSE AVE,Saturn,BENITEZ,12-December,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
2585,White,DIST: OTHER,0,0,7/1/2015 4:21:29 AM,6YHA824,WHITEFIELD RD,Mercedes-Benz,BENITEZ,12-December,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
509 N,Silver,DIST: OTHER,0,0,7/1/2015 4:22:19 AM,4SSB777,HUDSON AVE,Mitsubishi,DIAZ E,08-August,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
596 N,Silver,DIST: OTHER,0,0,7/1/2015 4:24:56 AM,6AYU671,HUDSON AVE,Toyota,DIAZ E,08-August,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
664 N,Gray,DIST: OTHER,0,0,7/1/2015 4:27:06 AM,6KGD830,HUDSON AVE,Honda,DIAZ E,08-August,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
2291,Gray,DIST: OTHER,0,0,7/1/2015 4:28:19 AM,7CSA193,QUEENSBERRY RD,Infiniti,BENITEZ,11-November,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
952 N,Black,DIST: OTHER,0,0,7/1/2015 4:30:22 AM,7LEW672,HUDSON AVE,Pontiac,DIAZ E,03-March,2016,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
2510,Gray,DIST: OTHER,0,0,7/1/2015 4:33:06 AM,7JGW692,LAMBERT DR,Toyota,BENITEZ,10-October,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
462 E,Silver,DIST: OTHER,0,0,7/1/2015 4:35:08 AM,5YDX894,THOMPSON DR,Smart,DIAZ E,10-October,2015,CALIFORNIA,Two Door,0,46.9,Overnight parking 2am-6am
2670,Charcoal,DIST: OTHER,0,0,7/1/2015 4:35:42 AM,6XOY023,LAMBERT DR,Acura,BENITEZ,09-September,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
852 N,Gray,DIST: OTHER,0,0,7/1/2015 4:39:24 AM,962LV0,OAKLAND AVE,Honda,DIAZ E,10-October,2015,MASSACHUSETTS,Four Door,0,46.9,Overnight parking 2am-6am
517 N,Silver,DIST: OTHER,0,0,7/1/2015 4:39:34 AM,8T57617,DAISY AVE,Chevrolet,BENITEZ,11-November,2015,CALIFORNIA,Truck,0,46.9,Overnight parking 2am-6am
443 N,Gray,DIST: OTHER,0,0,7/1/2015 4:41:56 AM,5AAX737,DAISY AVE,BMW,BENITEZ,12-December,2015,CALIFORNIA,Two Door,0,46.9,Overnight parking 2am-6am
1142 N,Blue,DIST: OTHER,0,0,7/1/2015 4:46:13 AM,6EOB585,LOS ROBLES AVE,Volkswagen,DIAZ E,04-April,2016,CALIFORNIA,Two Door,0,46.9,Overnight parking 2am-6am
680,Silver,DIST: OTHER,0,0,7/1/2015 4:48:54 AM,5NGY466,LOMORA AVE,Ford,BENITEZ,07-July,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
381 E,Silver,DIST: OTHER,0,0,7/1/2015 4:50:54 AM,6GMG296,WASHINGTON BLVD,Toyota,DIAZ E,06-June,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
3310,Silver,DIST: OTHER,0,0,7/1/2015 4:51:24 AM,5WEP665,RIDA ST,Honda,BENITEZ,09-September,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1408 N,Gray,DIST: OTHER,0,0,7/1/2015 4:54:36 AM,3VMT818,GARFIELD AVE,Honda,DIAZ E,05-May,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1000,Black,DIST: OTHER,0,0,7/1/2015 4:57:28 AM,4GTY018,VALLEY VIEW AVE,Toyota,BENITEZ,08-August,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
720 N,Gray,DIST: OTHER,0,0,7/1/2015 4:58:47 AM,7GRN661,GARFIELD AVE,Toyota,DIAZ E,02-February,2016,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1320,Gray,DIST: OTHER,0,0,7/1/2015 5:01:43 AM,7Z10304,REXFORD AVE,Toyota,BENITEZ,10-October,2015,CALIFORNIA,Truck,0,46.9,Overnight parking 2am-6am
720 N,Gray,DIST: OTHER,0,0,7/1/2015 5:02:38 AM,3LYB640,WORCESTER AVE,Jeep,DIAZ E,04-April,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
1275,Blue,DIST: OTHER,0,0,7/1/2015 5:03:50 AM,7HHU801,REXFORD AVE,Honda,BENITEZ,10-October,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1225,White,DIST: OTHER,0,0,7/1/2015 5:06:21 AM,4NAN271,REXFORD AVE,Mercedes-Benz,BENITEZ,08-August,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
965 N,White,DIST: OTHER,0,0,7/1/2015 5:15:15 AM,6HEF924,SUMMIT AVE,Lincoln,DIAZ E,06-June,2016,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
3870,Silver,DIST: OTHER,0,0,7/1/2015 5:22:07 AM,7BHS131,HAMPTON RD,Honda,BENITEZ,08-August,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
3765,Tan,DIST: OTHER,0,0,7/1/2015 5:24:31 AM,4JIL240,HAMPTON RD,Mercedes-Benz,BENITEZ,11-November,2015,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
1081 N,Silver,DIST: OTHER,0,0,7/1/2015 5:36:27 AM,6WKE630,LAKE AVE,Honda,DIAZ E,02-February,2015,CALIFORNIA,Two Door,0,46.9,Overnight parking 2am-6am
819 N,Gray,DIST: OTHER,0,0,7/1/2015 5:41:25 AM,6WGD719,WRIGHT AVE,Toyota,DIAZ E,04-April,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
605 S,Yellow,DIST: OTHER,0,0,7/1/2015 5:43:16 AM,2162993,CATALINA AVE,General Motors,BENITEZ,07-July,2015,INDIANA,Trailer,0,46.9,O/n pkg comm/oversize veh 10p-6a
55 N,White,DIST: OTHER,0,0,7/1/2015 5:48:04 AM,8T19921,OAKLAND AVE,Chevrolet,DIAZ E,04-April,2016,CALIFORNIA,Truck,0,46.9,Overnight parking 2am-6am
55 N,Gray,DIST: OTHER,0,0,7/1/2015 5:49:36 AM,6EAE180,OAKLAND AVE,Honda,DIAZ E,06-June,2016,CALIFORNIA,Four Door,0,46.9,Overnight parking 2am-6am
55 N,Black,DIST: OTHER,0,0,7/1/2015 5:51:17 AM,49055J1,OAKLAND AVE,Ford,DIAZ E,10-October,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
55 N,White,DIST: OTHER,0,0,7/1/2015 5:52:58 AM,7FLV067,OAKLAND AVE,Ford,DIAZ E,04-April,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Overnight parking 2am-6am
55 N,Red,DIST: OTHER,0,0,7/1/2015 5:54:41 AM,8L38437,OAKLAND AVE,Dodge,DIAZ E,07-July,2015,CALIFORNIA,Truck,0,46.9,Overnight parking 2am-6am
270 W,White,DIST: OTHER,0,0,7/1/2015 6:05:46 AM,6WWR099,CALIFORNIA BLVD,Volkswagen,BENITEZ,06-June,2015,CALIFORNIA,Four Door,0,46.9,Restricted parking
2446 E,Tan,DIST: OTHER,0,0,7/1/2015 8:05:13 AM,5CNB623,MOHAWK ST,Saturn,VERDUZCO,06-June,2015,CALIFORNIA,Four Door,0,46.9,Restricted parking
2446 E,Silver,DIST: OTHER,0,0,7/1/2015 8:06:09 AM,4TIW704,MOHAWK ST,Chevrolet,VERDUZCO,04-April,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Restricted parking
2445 E,Black,DIST: OTHER,0,0,7/1/2015 8:07:06 AM,4XBN619,MOHAWK ST,Ford,VERDUZCO,06-June,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Restricted parking
2495 E,Silver,DIST: OTHER,0,0,7/1/2015 8:08:00 AM,6FTY222,MOHAWK ST,Chevrolet,VERDUZCO,07-July,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Restricted parking
,White,,0,0,7/1/2015 8:10:00 AM,8C20457,MOHAWK ST,Chevrolet,VERDUZCO,,,CALIFORNIA,Truck,0,46.9,Restricted parking
2405 E,Black,DIST: OTHER,0,0,7/1/2015 8:11:37 AM,3WTY195,MOHAWK ST,Infiniti,VERDUZCO,09-September,2015,CALIFORNIA,Four Door,0,46.9,Restricted parking
2405 E,White,DIST: OTHER,0,0,7/1/2015 8:12:52 AM,EG550516,MOHAWK ST,Kia,VERDUZCO,07-July,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Restricted parking
15 N,White,DIST:OLD PASADENA,1,0,7/1/2015 8:56:33 AM,EA006668,ST JOHN AVE,Audi,FLORES,07-July,2015,CALIFORNIA,Two Door,0,46.9,Expired meter
309 E,Blue,DIST: OTHER,0,0,7/1/2015 8:57:30 AM,07559V1,GREEN ST,Kenworth,VARELA,04-April,2016,CALIFORNIA,Tractor,0,53,Stopping/standing prohibited
309 E,Gray,DIST: OTHER,0,0,7/1/2015 8:58:40 AM,VP85364,GREEN ST,Freightliner,VARELA,10-October,2015,CALIFORNIA,Tractor,0,53,Stopping/standing prohibited
62 S,Silver,DIST: OTHER,0,0,7/1/2015 9:12:18 AM,5WEV549,ALLEN AVE,Volkswagen,VARELA,08-August,2015,CALIFORNIA,Two Door,0,40.8,Parked on front lawn
90 N,Black,DIST: CIVIC CENTER,1,0,7/1/2015 9:22:29 AM,7BNT354,GARFIELD AVE,Mercedes-Benz,ALVAREZ M,08-August,2015,CALIFORNIA,Four Door,0,46.9,Expired meter
90 N,Black,DIST: CIVIC CENTER,0,0,7/1/2015 9:28:18 AM,18A700,GARFIELD AVE,Dodge,ALVAREZ M,04-April,2016,NEVADA,Four Door,0,362.4,Parked in handicapped space
152 N,Black,DIST: CIVIC CENTER,1,0,7/1/2015 9:32:13 AM,6YFX840,GARFIELD AVE,Ford,ALVAREZ M,10-October,2015,CALIFORNIA,Four Door,0,46.9,Expired meter
5 S,Gray,DIST:OLD PASADENA,0,0,7/1/2015 9:33:31 AM,50565LL1,RAYMOND AVE,Nissan,FLORES,01-January,2016,CALIFORNIA,Truck,0,58.1,Red zone no stop
252 E,Gray,DIST: CIVIC CENTER,1,0,7/1/2015 9:35:20 AM,6ZSB812,THURGOOD MARSHALL ST,Nissan,ALVAREZ M,03-March,2016,CALIFORNIA,Four Door,0,46.9,Expired meter
214 S,White,DIST: SOUTH LAKE,1,0,7/1/2015 9:37:12 AM,BJT9400,LAKE AVE,Nissan,DIAZ Y,07-July,2015,ARIZONA,Four Door,0,46.9,Expired meter
252 E,Aqua,DIST: CIVIC CENTER,1,0,7/1/2015 9:38:08 AM,7GVM512,THURGOOD MARSHALL ST,BMW,ALVAREZ M,09-September,2015,CALIFORNIA,Four Door,0,46.9,Expired meter
90 N,Tan,DIST: CIVIC CENTER,1,0,7/1/2015 9:42:28 AM,50925T1,EUCLID AVE,Toyota,ALVAREZ M,03-March,2016,CALIFORNIA,Truck,0,46.9,Expired meter
164 N,Silver,DIST: CIVIC CENTER,0,0,7/1/2015 9:45:54 AM,7FIV251,EUCLID AVE,Infiniti,ALVAREZ M,07-July,2015,CALIFORNIA,Sports Utility Veh,0,362.4,Parked in handicapped space
164 N,Gray,DIST: CIVIC CENTER,1,0,7/1/2015 9:49:28 AM,7KHV532,EUCLID AVE,Ford,ALVAREZ M,02-February,2016,CALIFORNIA,Four Door,0,46.9,Expired meter
184 N,Red,DIST: CIVIC CENTER,1,0,7/1/2015 9:52:34 AM,4DCV149,EUCLID AVE,Chevrolet,ALVAREZ M,12-December,2015,CALIFORNIA,Four Door,0,46.9,Expired meter
199 N,White,DIST: CIVIC CENTER,1,0,7/1/2015 9:55:29 AM,GRR3368,EUCLID AVE,Ford,ALVAREZ M,09-September,2015,NEW YORK,Four Door,0,46.9,Expired meter
365 S,Silver,DIST: SOUTH LAKE,1,0,7/1/2015 9:59:34 AM,JURATOR,LAKE AVE,Mercedes-Benz,DIAZ Y,08-August,2015,CALIFORNIA,Two Door,0,46.9,Expired meter
251 E,Black,DIST: CIVIC CENTER,1,0,7/1/2015 10:00:01 AM,5TGB892,THURGOOD MARSHALL ST,Toyota,ALVAREZ M,02-February,2016,CALIFORNIA,Four Door,0,46.9,Expired meter
149 E,Purple,DIST:OLD PASADENA,1,0,7/1/2015 10:00:04 AM,6NRV764,UNION ST,Hyundai,FLORES,08-August,2015,CALIFORNIA,Four Door,0,46.9,Expired meter
135 E,Gray,DIST:OLD PASADENA,1,0,7/1/2015 10:02:40 AM,5WJX765,UNION ST,Scion,FLORES,09-September,2015,CALIFORNIA,Four Door,0,46.9,Expired meter
208 N,Red,DIST: CIVIC CENTER,1,0,7/1/2015 10:03:58 AM,6LAW248,GARFIELD AVE,Mercedes-Benz,ALVAREZ M,02-February,2016,CALIFORNIA,Four Door,0,46.9,Expired meter
207 N,Black,DIST: CIVIC CENTER,1,0,7/1/2015 10:06:36 AM,6SYW075,GARFIELD AVE,Nissan,ALVAREZ M,08-August,2015,CALIFORNIA,Four Door,0,46.9,Expired meter
505 S,Gray,DIST: SOUTH LAKE,1,0,7/1/2015 10:07:55 AM,7CKY519,LAKE AVE,Porsche,DIAZ Y,10-October,2015,CALIFORNIA,Sports Utility Veh,0,46.9,Expired meter
377 E,White,DIST: OTHER,0,0,7/1/2015 10:11:42 AM,6A30867,CORDOVA ST,Unknown,VARELA,07-July,2015,CALIFORNIA,FEDEX,0,53,Stopping/standing prohibited
155 N,Blue,DIST: CIVIC CENTER,1,0,7/1/2015 10:12:11 AM,6WLZ059,GARFIELD AVE,Honda,ALVAREZ M,11-November,2015,CALIFORNIA,Four Door,0,46.9,Expired meter
55 S,White,DIST: OTHER,0,0,7/1/2015 10:19:58 AM,5J26993,HUDSON AVE,Unknown,VARELA,07-July,2015,CALIFORNIA,FEDEX,0,46.9,No parking anytime
236 E,Gray,DIST: CIVIC CENTER,1,0,7/1/2015 10:21:40 AM,8F45051,HOLLY ST,Toyota,ALVAREZ M,10-October,2015,CALIFORNIA,Truck,0,46.9,Expired meter
