"","Ticket Latitude","Ticket Longitude","Address Latitude","Address Longitude","Difference Latitude","Difference Longitude"
"37",34.14682,-118.11586,34.146645,-118.115843,0.000174999999998704,1.69999999997117e-05
"38",34.14723,-118.14286,34.148538,-118.142869,0.00130800000000164,9.00000000569889e-06
"39",34.1459766,-118.14633,34.146011,-118.145925,3.44000000040978e-05,0.000405000000000655
"40",34.14382,-118.1329,34.143853,-118.132258,3.30000000019481e-05,0.000642000000013354
"41",NA,NA,34.144186,-118.132261,NA,NA
"42",34.1498816,-118.08558,34.149954,-118.085139,7.24000000005276e-05,0.000440999999995029
"43",34.1477183,-118.14531,34.147709,-118.145672,9.3000000020993e-06,0.000362000000009743
"44",34.1485516,-118.14603,34.148668,-118.14606,0.000116400000003125,3.00000000095224e-05
"45",34.1504933,-118.14868,34.150343,-118.148234,0.00015030000000138,0.000445999999996616
"46",34.1508183,-118.1445,34.150537,-118.144588,0.000281299999997486,8.8000000005195e-05
"47",NA,NA,34.149758,-118.145201,NA,NA
"48",34.1526016,-118.07375,34.152826,-118.074649,0.000224400000000458,0.000898999999989769
"49",34.152715,-118.07473,34.152788,-118.075215,7.30000000004338e-05,0.000484999999997626
"50",34.152765,-118.07469,34.152788,-118.075215,2.2999999998774e-05,0.000524999999996112
"51",34.1527116,-118.07474,34.152763,-118.075094,5.13999999967041e-05,0.00035400000000152
"52",34.152825,-118.07499,34.152837,-118.075645,1.19999999981246e-05,0.000654999999994743
"53",34.152855,-118.07518,34.152892,-118.075762,3.69999999989545e-05,0.000581999999994309
"54",34.1528783,-118.07544,34.152892,-118.075762,1.37000000037801e-05,0.000321999999997047
"55",34.1528416,-118.07538,34.152984,-118.075907,0.000142399999994325,0.000527000000005273
"56",34.1733116,-118.15778,34.173388,-118.157662,7.64000000046394e-05,0.000118000000000507
"57",34.1532333,-118.07605,34.153209,-118.076087,2.42999999997551e-05,3.700000000606e-05
"58",34.134845,-118.13226,34.134655,-118.132177,0.00018999999999636,8.3000000003608e-05
"59",34.1391866,-118.13684,34.139816,-118.136757,0.000629400000001112,8.3000000003608e-05
"60",34.1444133,-118.13328,34.14589,-118.133876,0.00147670000000488,0.000596000000001595
"61",34.1444266,-118.13336,34.14589,-118.133876,0.00146339999999867,0.000516000000004624
"62",34.1421283,-118.10028,34.142038,-118.100206,9.03000000036513e-05,7.39999999979091e-05
"63",34.168915,-118.13471,34.168885,-118.135001,2.99999999953116e-05,0.00029100000000426
"64",34.1756216,-118.15226,34.086256,-118.178561,0.0893656000000007,0.0263010000000037
"65",34.1625633,-118.13408,34.162575,-118.134134,1.16999999946188e-05,5.40000000057717e-05
"66",34.1790916,-118.15083,34.17909,-118.150839,1.59999999738147e-06,9.00000000569889e-06
"67",34.1734066,-118.15067,34.173666,-118.150638,0.000259399999997356,3.20000000044729e-05
"68",34.175865,-118.13472,34.175912,-118.135274,4.69999999950232e-05,0.000553999999993948
"69",34.1779916,-118.15003,34.17779,-118.148855,0.000201599999996915,0.00117500000000348
"70",34.177855,-118.14855,34.177794,-118.148121,6.10000000023092e-05,0.000428999999996904
"71",34.175065,-118.14619,34.175178,-118.146127,0.000113000000006025,6.29999999972597e-05
"72",34.1689466,-118.13035,34.168922,-118.130438,2.45999999961555e-05,8.79999999909842e-05
"73",34.1746083,-118.14338,34.174628,-118.143312,1.9699999995737e-05,6.79999999988468e-05
"74",34.1735616,-118.14574,34.173452,-118.14564,0.000109600000001819,0.00010000000000332
"75",34.1751033,-118.13727,34.118406,-118.137295,0.0566973000000033,2.49999999937245e-05
"76",34.147985,-118.12983,34.148006,-118.129007,2.10000000038235e-05,0.00082299999999691
"77",34.14805,-118.12845,34.148015,-118.12841,3.49999999968986e-05,3.99999999984857e-05
"78",34.1699933,-118.14614,34.169985,-118.146071,8.30000000462405e-06,6.8999999996322e-05
"79",34.1481616,-118.12583,34.148092,-118.128055,6.96000000033337e-05,0.00222500000000991
"80",34.14819,-118.126,34.148092,-118.128055,9.80000000012637e-05,0.00205499999999859
"81",34.159245,-118.15369,34.159184,-118.15379,6.09999999952038e-05,0.00010000000000332
"82",34.1481,-118.12497,34.148134,-118.126688,3.39999999994234e-05,0.00171799999999678
"83",34.1480666,-118.12394,34.148134,-118.126688,6.73999999989405e-05,0.00274799999999686
"84",34.148165,-118.1235,34.148092,-118.128055,7.30000000004338e-05,0.00455499999999631
"85",34.1481366,-118.1226,34.148092,-118.128055,4.46000000025037e-05,0.00545499999999777
"86",34.1587766,-118.14597,34.158612,-118.145981,0.000164600000005066,1.10000000006494e-05
"87",34.1480916,-118.12181,34.148092,-118.128055,3.99999997569012e-07,0.00624500000000694
"88",34.1578666,-118.13618,34.157872,-118.136329,5.39999999915608e-06,0.000149000000007504
"89",34.1593283,-118.14608,34.15931,-118.146138,1.83000000006928e-05,5.79999999956726e-05
"90",34.1493383,-118.1294,34.150165,-118.12952,0.000826700000004621,0.000119999999995457
"91",34.1604616,-118.14611,34.160207,-118.145996,0.000254599999998106,0.000113999999996395
"92",34.157925,-118.12213,34.157895,-118.122202,2.99999999953116e-05,7.20000000029586e-05
"93",34.1425233,-118.12939,34.142373,-118.129303,0.00015030000000138,8.70000000077198e-05
"94",34.1596483,-118.1178,34.159551,-118.117837,9.73000000001889e-05,3.69999999918491e-05
"95",34.1681483,-118.14611,34.167646,-118.146128,0.000502300000000844,1.80000000113978e-05
"96",34.1399033,-118.1294,34.140106,-118.129282,0.000202700000002665,0.000118000000000507
"97",34.1390866,-118.12935,34.138745,-118.129272,0.000341599999998721,7.80000000020209e-05
"98",34.1634266,-118.14501,34.1629,-118.145049,0.000526600000000599,3.90000000010104e-05
"99",34.1602916,-118.11016,34.160381,-118.110318,8.94000000002393e-05,0.000158000000013203
"100",34.1595566,-118.14494,34.159638,-118.145004,8.13999999991211e-05,6.39999999947349e-05
"101",34.143625,-118.13614,34.143685,-118.13619,5.99999999977285e-05,5.00000000016598e-05
"102",34.1588733,-118.14488,34.158784,-118.144849,8.93000000061761e-05,3.10000000069977e-05
"103",34.1593166,-118.10437,34.159346,-118.104656,2.94000000025108e-05,0.000286000000002673
"104",34.1505433,-118.13601,34.15056,-118.135929,1.66999999962059e-05,8.09999999944466e-05
"105",34.158405,-118.09542,34.15839,-118.095322,1.50000000047612e-05,9.80000000083692e-05
"106",34.1578683,-118.1451,34.15784,-118.144917,2.82999999967615e-05,0.000182999999992717
"107",34.1362483,-118.13682,34.137327,-118.136732,0.00107870000000077,8.8000000005195e-05
"108",34.1321433,-118.13799,34.404607,-118.91332,0.272463699999996,0.775329999999997
"109",34.135445,-118.13826,34.135849,-118.138294,0.00040400000000318,3.39999999994234e-05
"110",34.1555383,-118.15204,34.155712,-118.151862,0.000173699999997723,0.000178000000005341
"111",34.1674733,-118.0972,34.167285,-118.098423,0.00018829999999781,0.00122299999999598
"112",34.1567133,-118.14846,34.156744,-118.148679,3.07000000034918e-05,0.000219000000001301
"113",34.1348333,-118.14436,34.135356,-118.144419,0.000522700000004761,5.89999999931479e-05
"114",34.1352316,-118.14433,34.135471,-118.14427,0.000239400000005219,5.99999999906231e-05
"115",34.1678516,-118.09826,34.167789,-118.098264,6.25999999996907e-05,4.00000000411183e-06
"116",34.1566466,-118.1478,34.156677,-118.147806,3.0399999999986e-05,5.99999999906231e-06
"117",34.16699,-118.09827,34.16671,-118.098353,0.000279999999996505,8.3000000003608e-05
"118",34.137405,-118.14279,34.137379,-118.14277,2.59999999983052e-05,2.00000000063483e-05
"119",34.1638416,-118.09833,34.163781,-118.09831,6.05999999976348e-05,2.00000000063483e-05
"120",34.135625,-118.14281,34.135869,-118.142905,0.000244000000002131,9.50000000017326e-05
"121",34.1534116,-118.1445,34.153581,-118.144567,0.000169400000004316,6.70000000013715e-05
"122",34.1627916,-118.10635,34.162714,-118.106388,7.75999999973465e-05,3.79999999893244e-05
"123",34.1532583,-118.14295,34.153558,-118.142917,0.000299699999999348,3.30000000019481e-05
"124",34.1533066,-118.14304,34.15363,-118.143068,0.000323399999999197,2.80000000003611e-05
"125",34.16549,-118.11678,34.165553,-118.116608,6.30000000043651e-05,0.000172000000006278
"126",34.12731,-118.15349,34.126717,-118.153487,0.000593000000002064,3.00000000663658e-06
"127",34.12559,-118.15839,34.125513,-118.158209,7.70000000045457e-05,0.000180999999997766
"128",34.16709,-118.11551,34.167053,-118.115536,3.69999999989545e-05,2.60000000054106e-05
"129",34.1255666,-118.15873,34.125513,-118.158209,5.36000000010972e-05,0.000521000000006211
"130",34.1660883,-118.14165,34.166186,-118.141667,9.77000000048633e-05,1.69999999997117e-05
"131",34.1256116,-118.15884,34.125663,-118.158261,5.14000000038095e-05,0.000579000000001884
"132",34.1256166,-118.15856,34.125664,-118.158133,4.73999999996977e-05,0.000426999999987743
"133",34.1643266,-118.11302,34.164363,-118.113009,3.63999999990483e-05,1.10000000006494e-05
"134",34.176335,-118.14165,34.176258,-118.141604,7.70000000045457e-05,4.5999999997548e-05
"135",34.1315733,-118.15661,34.131655,-118.156092,8.17000000026269e-05,0.000517999999999574
"136",34.167005,-118.11915,34.166943,-118.119158,6.19999999997844e-05,7.9999999940128e-06
"137",34.1342816,-118.16277,34.134315,-118.162699,3.33999999995171e-05,7.09999999912725e-05
"138",34.1679816,-118.11916,34.167938,-118.119166,4.35999999979231e-05,6.00000001327317e-06
"139",34.1653633,-118.14153,34.165346,-118.141511,1.73000000032175e-05,1.9000000008873e-05
"140",34.168455,-118.11916,34.168675,-118.119172,0.000219999999998777,1.20000000123355e-05
"141",34.1651166,-118.14155,34.164923,-118.141508,0.000193599999995797,4.19999999934362e-05
"142",34.1318016,-118.16321,34.131644,-118.163172,0.000157600000001423,3.80000000035352e-05
"143",34.130555,-118.16363,34.131082,-118.163436,0.000526999999998168,0.000193999999993366
"144",34.1641733,-118.14153,34.164093,-118.141502,8.03000000004772e-05,2.80000000003611e-05
"145",34.16909,-118.11817,34.169015,-118.118335,7.49999999953843e-05,0.00016499999999553
"146",34.1623616,-118.1415,34.1624,-118.141485,3.84000000011042e-05,1.49999999905504e-05
"147",34.1721583,-118.11991,34.172283,-118.120604,0.000124700000000644,0.000693999999995754
"148",34.1400016,-118.17458,34.139899,-118.174543,0.000102599999998176,3.700000000606e-05
"149",34.1396633,-118.17403,34.139798,-118.173947,0.000134699999996712,8.3000000003608e-05
"150",34.1722833,-118.12131,34.172279,-118.121287,4.2999999934068e-06,2.2999999998774e-05
"151",34.1722483,-118.12129,34.173794,-118.121209,0.0015457000000012,8.10000000086575e-05
"152",34.15251,-118.1414,34.152526,-118.141398,1.60000000022364e-05,2.00000000916134e-06
"153",34.1737116,-118.12121,34.173644,-118.12116,6.75999999941723e-05,5.00000000016598e-05
"154",34.1567416,-118.14233,34.156678,-118.142263,6.35999999971659e-05,6.70000000013715e-05
"155",34.14081,-118.17505,34.14065,-118.174942,0.000160000000001048,0.000107999999997332
"156",34.1567966,-118.14253,34.156678,-118.142258,0.000118600000000413,0.000271999999995387
"157",34.173705,-118.12082,34.173646,-118.120983,5.90000000002533e-05,0.000163000000000579
"158",34.1406966,-118.17656,34.140501,-118.176509,0.000195599999997853,5.09999999991351e-05
"159",34.1567366,-118.14272,34.156678,-118.142273,5.86000000026843e-05,0.000446999999994091
"160",34.14025,-118.17629,34.140363,-118.176283,0.00011299999999892,6.99999999653755e-06
"161",34.1737166,-118.11868,34.173814,-118.119188,9.74000000013575e-05,0.0005079999999964
"162",34.13788,-118.17589,34.137942,-118.176178,6.19999999997844e-05,0.000287999999997623
"163",34.170045,-118.12031,34.170143,-118.120252,9.80000000012637e-05,5.80000000098835e-05
"164",34.15717,-118.14596,34.157066,-118.145968,0.000104000000000326,7.9999999940128e-06
"165",34.169815,-118.1203,34.169792,-118.120249,2.2999999998774e-05,5.09999999991351e-05
"166",34.1368766,-118.17792,34.136409,-118.177924,0.000467600000000346,4.00000000411183e-06
"167",34.168685,-118.12036,34.168721,-118.120236,3.59999999943739e-05,0.000123999999999569
"168",34.1504116,-118.14831,34.150492,-118.148328,8.04000000016458e-05,1.80000000113978e-05
"169",34.1324366,-118.17905,34.132523,-118.178989,8.64000000007081e-05,6.10000000023092e-05
"170",34.16498,-118.12148,34.164982,-118.121422,2.00000000205591e-06,5.80000000098835e-05
"171",34.1458133,-118.14845,34.14587,-118.148369,5.6700000001797e-05,8.09999999944466e-05
"172",34.1330383,-118.18037,34.133178,-118.180059,0.0001396999999983,0.000310999999996397
"173",34.1450616,-118.14892,34.145165,-118.14896,0.00010340000000042,3.99999999984857e-05
"174",34.1645066,-118.12056,34.164525,-118.12065,1.83999999947559e-05,9.00000000001455e-05
"175",34.1454933,-118.14876,34.145319,-118.148812,0.000174299999997629,5.20000000108212e-05
"176",34.1280266,-118.17519,34.128894,-118.174084,0.000867400000004181,0.00110600000000716
"177",34.145815,-118.15261,34.145683,-118.152441,0.000132000000000687,0.000168999999999642
"178",34.1627083,-118.11556,34.162786,-118.115529,7.76999999985151e-05,3.10000000069977e-05
"179",34.128045,-118.17524,34.128894,-118.174084,0.00084900000000232,0.00115600000000882
"180",34.1458783,-118.15273,34.145683,-118.152511,0.000195300000001453,0.000219000000001301
"181",34.1457616,-118.15285,34.145682,-118.152581,7.95999999994024e-05,0.000269000000002961
"182",34.1582766,-118.11558,34.158782,-118.115643,0.000505400000001544,6.30000000114705e-05
"183",34.1448333,-118.15227,34.144909,-118.152222,7.56999999964592e-05,4.80000000067093e-05
"184",34.157745,-118.12257,34.157739,-118.122777,5.99999999906231e-06,0.000207000000003177
"185",34.1356783,-118.16519,34.135646,-118.164998,3.23000000008733e-05,0.000191999999998416
"186",34.1425,-118.15321,34.14233,-118.152913,0.000169999999997117,0.000297000000003322
"187",34.16218,-118.1521,34.161935,-118.152039,0.000244999999999607,6.10000000023092e-05
"188",34.14856,-118.1042,34.14852,-118.104088,4.00000000055911e-05,0.000112000000001444
"189",34.1447066,-118.14876,34.144778,-118.148957,7.14000000030524e-05,0.000197000000000003
"190",34.145935,-118.15091,34.145694,-118.150926,0.0002410000000026,1.60000000022364e-05
"191",34.1381716,-118.13831,34.137766,-118.138393,0.000405600000000561,8.29999999893971e-05
"192",34.1348183,-118.14636,34.134866,-118.146199,4.77000000032035e-05,0.000161000000005629
"193",NA,NA,34.147707,-118.147597,NA,NA
"194",34.1457283,-118.15172,34.145836,-118.15192,0.000107700000000932,0.000200000000006639
"195",34.14579,-118.15153,34.14569,-118.151486,9.99999999962142e-05,4.39999999883867e-05
"196",34.14587,-118.14835,34.145873,-118.148081,2.99999999953116e-06,0.00026899999998875
"197",34.1458,-118.14826,34.145874,-118.148063,7.39999999979091e-05,0.000197000000000003
"198",34.1459,-118.14932,34.145705,-118.149422,0.000194999999997947,0.00010199999999827
"199",34.145865,-118.15147,34.145691,-118.15133,0.000174000000001229,0.000140000000001805
"200",34.1458416,-118.15176,34.145689,-118.151563,0.000152599999999836,0.000197000000000003
"201",34.1458216,-118.1518,34.145689,-118.151625,0.000132600000000593,0.000174999999998704
"202",34.1467333,-118.14963,34.146774,-118.149703,4.06999999995605e-05,7.30000000004338e-05
"203",34.147025,-118.14763,34.146791,-118.147645,0.000233999999998957,1.49999999905504e-05
"204",34.147155,-118.14764,34.14689,-118.14772,0.000264999999998849,8.00000000111822e-05
"205",34.1482316,-118.14885,34.148315,-118.148837,8.33999999940715e-05,1.29999999955999e-05
"206",34.14719,-118.14892,34.154319,-118.148877,0.00712899999999905,4.30000000051223e-05
"207",34.1450633,-118.14893,34.145165,-118.14896,0.00010170000000187,3.00000000095224e-05
"208",34.14392,-118.14888,34.143721,-118.148946,0.000199000000002059,6.59999999896854e-05
"209",34.1444933,-118.15342,34.144418,-118.153306,7.52999999988901e-05,0.000113999999996395
"210",34.1436883,-118.15189,34.143726,-118.151807,3.77000000000294e-05,8.29999999893971e-05
"211",34.1439066,-118.1505,34.143757,-118.150527,0.000149600000000305,2.70000000028858e-05
"212",34.1444733,-118.15131,34.14443,-118.151263,4.33000000015227e-05,4.69999999950232e-05
"213",34.1444833,-118.15182,34.144428,-118.151582,5.52999999996473e-05,0.000237999999995964
"214",34.14416,-118.13664,34.144452,-118.136252,0.000292000000001735,0.000388000000000943
"215",34.1472983,-118.14805,34.14713,-118.148429,0.000168300000005672,0.000378999999995244
"216",34.14239,-118.15202,34.142334,-118.151628,5.60000000007221e-05,0.000391999999990844
"217",34.14572,-118.15312,34.145681,-118.152863,3.8999999993905e-05,0.000257000000004837
"218",34.1436216,-118.1323,34.14382,-118.132258,0.000198399999995047,4.2000000007647e-05
"219",34.1456483,-118.15431,34.145679,-118.153461,3.07000000034918e-05,0.00084900000000232
"220",34.1467233,-118.14812,34.146861,-118.148283,0.000137700000003349,0.000163000000000579
"221",34.1472,-118.14903,34.147,-118.148828,0.000199999999999534,0.00020200000000159
"222",34.1447916,-118.14898,34.144981,-118.148959,0.000189400000003559,2.09999999896127e-05
"223",34.1453383,-118.14884,34.145293,-118.148962,4.52999999964732e-05,0.000121999999990408
"224",34.1581833,-118.15138,39.228033,-121.096712,5.06984970000001,2.94533199999999
"225",34.15815,-118.15136,39.228033,-121.096712,5.069883,2.945352
"226",34.158045,-118.15132,39.228033,-121.096712,5.069988,2.945392
"227",34.1424966,-118.15302,34.14248,-118.152782,1.66000000021427e-05,0.000237999999995964
"228",34.142715,-118.15238,34.142734,-118.152263,1.89999999946622e-05,0.00011699999998882
"229",34.14413,-118.15226,34.143857,-118.152277,0.000272999999999968,1.69999999997117e-05
"230",34.1471983,-118.1489,34.147037,-118.148829,0.000161300000002029,7.09999999912725e-05
"231",34.14588,-118.14826,34.145874,-118.148063,5.99999999906231e-06,0.000197000000000003
"232",34.1542633,-118.13328,34.154201,-118.133291,6.22999999961849e-05,1.10000000006494e-05
"233",34.154205,-118.1337,34.154201,-118.133291,3.9999999970064e-06,0.000409000000004767
"234",34.1454833,-118.14692,34.14573,-118.147734,0.000246699999998157,0.000814000000005421
"235",34.1542266,-118.13766,34.154148,-118.137772,7.86000000019271e-05,0.000112000000001444
"236",34.1437083,-118.14883,34.143721,-118.148946,1.26999999991995e-05,0.000115999999991345
"237",34.1470816,-118.14411,34.147254,-118.144196,0.000172399999996742,8.59999999960337e-05
"238",34.1444616,-118.14872,34.144446,-118.148669,1.5599999997562e-05,5.09999999991351e-05
"239",34.1448483,-118.13393,34.145015,-118.133795,0.000166700000001185,0.000135000000000218
"240",34.15974,-118.14882,34.159596,-118.148859,0.000143999999998812,3.90000000010104e-05
"241",34.1447983,-118.13391,34.144651,-118.133793,0.000147299999994743,0.000117000000003031
"242",34.1403483,-118.14007,34.140318,-118.140235,3.02999999988174e-05,0.000165000000009741
"243",34.14398,-118.13243,34.144186,-118.132261,0.000205999999998596,0.000168999999999642
"244",34.14035,-118.14557,34.140326,-118.145359,2.39999999962492e-05,0.000211000000007289
"245",34.1432733,-118.13234,34.143487,-118.132255,0.000213700000003314,8.49999999985585e-05
"246",34.1457483,-118.15169,34.145689,-118.151579,5.93000000037591e-05,0.000111000000003969
"247",34.1419633,-118.13235,34.142279,-118.132242,0.000315700000001584,0.000107999999997332
"248",34.1419433,-118.13233,34.142244,-118.132242,0.000300699999996823,8.79999999909842e-05
"249",34.1580433,-118.14977,34.157317,-118.149768,0.000726300000003732,2.00000000916134e-06
"250",34.1504416,-118.14926,34.150334,-118.149388,0.000107599999999763,0.000128000000003681
"251",34.1392016,-118.13232,34.139442,-118.132224,0.000240400000002694,9.60000000134187e-05
"252",34.135525,-118.1466,34.135795,-118.1466,0.000270000000000437,0
"253",34.1460783,-118.15416,34.146315,-118.154068,0.000236700000002088,9.20000000093069e-05
"254",34.136395,-118.13226,34.138009,-118.132367,0.00161399999999645,0.000106999999999857
"255",34.1471166,-118.14764,34.147089,-118.147721,2.75999999956866e-05,8.10000000086575e-05
"256",34.14131,-118.14747,34.141152,-118.147496,0.000157999999998992,2.60000000054106e-05
"257",34.1477683,-118.14953,34.147575,-118.149908,0.000193299999999397,0.000377999999997769
"258",34.141355,-118.14742,34.141152,-118.147496,0.000202999999999065,7.60000000070704e-05
"259",NA,NA,34.141598,-118.151673,NA,NA
"260",34.145445,-118.14878,34.145319,-118.148812,0.000126000000001625,3.20000000044729e-05
"261",34.14247,-118.15345,34.142329,-118.153177,0.000141000000006386,0.000273000000007073
"262",34.1365083,-118.13216,34.136257,-118.132191,0.000251300000002175,3.10000000069977e-05
"263",34.1432383,-118.15251,34.142924,-118.152266,0.000314299999999434,0.000244000000009237
"264",34.14824,-118.1441,34.147706,-118.144199,0.000534000000001811,9.90000000058444e-05
"265",34.1364716,-118.13228,34.138009,-118.132367,0.00153739999999658,8.70000000077198e-05
"266",34.136575,-118.13229,34.13822,-118.132368,0.00164499999999634,7.80000000020209e-05
"267",34.141255,-118.14732,34.141194,-118.147347,6.10000000023092e-05,2.70000000028858e-05
"268",34.1460383,-118.14437,34.146551,-118.144186,0.000512700000001587,0.000183999999990192
"269",34.14363,-118.15274,34.143718,-118.153247,8.79999999980896e-05,0.000506999999998925
"270",34.1461433,-118.14443,34.146551,-118.144186,0.000407700000003786,0.000243999999995026
"271",34.14362,-118.15264,34.143718,-118.153247,9.80000000012637e-05,0.000606999999988034
"272",34.139855,-118.13233,34.140223,-118.132379,0.0003680000000017,4.90000000041846e-05
"273",34.144005,-118.15227,34.143593,-118.152425,0.000411999999997192,0.000154999999992356
"274",34.1447116,-118.1523,34.144839,-118.152147,0.000127399999996669,0.000152999999997405
"275",34.1433166,-118.13219,34.143421,-118.132254,0.000104399999997895,6.40000000089458e-05
"276",34.1417833,-118.13238,34.14177,-118.13239,1.32999999991057e-05,1.00000000031741e-05
"277",34.1338016,-118.14886,34.13368,-118.148845,0.000121599999999944,1.50000000047612e-05
"278",34.1379466,-118.12895,34.137937,-118.12859,9.5999999984997e-06,0.000360000000000582
"279",34.14,-118.13233,34.140403,-118.13223,0.000402999999998599,9.99999999891088e-05
"280",34.1458183,-118.15151,34.145692,-118.15131,0.000126300000005131,0.000200000000006639
"281",34.1400833,-118.12938,34.140201,-118.129433,0.000117699999997001,5.30000000082964e-05
"282",34.1716483,-118.16399,34.171568,-118.163726,8.03000000004772e-05,0.000264000000001374
"283",34.14581,-118.15375,34.145828,-118.15351,1.80000000042924e-05,0.000240000000005125
"284",34.1489366,-118.12811,34.149058,-118.128137,0.000121399999997607,2.6999999988675e-05
"285",34.1450683,-118.14884,34.145146,-118.14896,7.76999999985151e-05,0.000119999999995457
"286",34.1364133,-118.13222,34.136233,-118.132191,0.000180300000003797,2.89999999978363e-05
"287",34.1447716,-118.14958,34.144515,-118.149661,0.000256600000000162,8.09999999944466e-05
"288",34.1473933,-118.14289,34.148538,-118.142869,0.00114470000000466,2.09999999896127e-05
"289",34.1315666,-118.1521,34.13152,-118.151902,4.65999999974542e-05,0.000197999999997478
"290",34.14783,-118.14294,34.148151,-118.143014,0.000320999999999572,7.39999999979091e-05
"291",34.1413366,-118.13234,34.141471,-118.132389,0.000134400000000312,4.90000000041846e-05
"292",34.13888,-118.13239,34.13882,-118.132221,5.99999999977285e-05,0.000168999999999642
"293",34.1394133,-118.1324,34.139907,-118.132377,0.000493699999999819,2.2999999998774e-05
"294",34.1505533,-118.12989,34.150447,-118.130055,0.000106299999998782,0.00016499999999553
"295",34.1310016,-118.15185,34.13097,-118.150797,3.15999999997985e-05,0.00105299999999886
"296",34.1310233,-118.15192,34.13097,-118.150797,5.33000000046968e-05,0.00112300000000687
"297",34.131015,-118.15198,34.13097,-118.150797,4.50000000000728e-05,0.00118299999999749
"298",34.131035,-118.15202,34.13097,-118.150797,6.49999999993156e-05,0.00122299999999598
"299",34.1424183,-118.15123,34.142337,-118.151016,8.13000000050579e-05,0.000213999999999714
"300",34.141265,-118.13229,34.140986,-118.132388,0.00027899999999903,9.80000000083692e-05
"301",34.1358833,-118.12543,34.135835,-118.1262,4.83000000031097e-05,0.000770000000002824
"302",34.1439633,-118.13247,34.144186,-118.132261,0.000222699999994802,0.000208999999998127
"303",34.167195,-118.13102,34.167108,-118.130953,8.70000000006144e-05,6.70000000013715e-05
"304",34.1452016,-118.15215,34.144964,-118.152298,0.000237599999998395,0.000147999999995818
"305",34.1428466,-118.13683,34.142882,-118.136779,3.54000000015731e-05,5.09999999991351e-05
"306",34.1438766,-118.13232,34.144152,-118.132261,0.000275399999999593,5.90000000073587e-05
